Begrotingsjaar,Uitgaven Ontvangsten Verplichtingen,Begrotingsnummer,Naam Begroting ,Artikel nummer,Artikel,Stand ontwerpbegroting,Stand vastgestelde begroting,Stand eerste suppletoire,Stand tweede suppletoire,Realisatie
2014,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,792569,799569,632200,677659,567816
2014,O,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,86715,86715,86715,106715,126712
2014,U,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,79011,79011,120507,186057,285068
2014,V,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,425637,425637,217552,418185,260520
2014,O,XVIII,Wonen & Rijksdienst,11,Woningmarkt,471230,471230,490330,490330,496935
2014,U,XVIII,Wonen & Rijksdienst,11,Woningmarkt,3031676,3031676,3141754,3140838,3404536
2014,V,XVIII,Wonen & Rijksdienst,11,Woningmarkt,3101815,3101815,3211893,3189729,3382465
2014,O,XVIII,Wonen & Rijksdienst,12,Woonomgeving en bouw,91,91,91,91,305
2014,U,XVIII,Wonen & Rijksdienst,12,Woonomgeving en bouw,176384,176384,183650,151672,90136
2014,V,XVIII,Wonen & Rijksdienst,12,Woonomgeving en bouw,176364,176364,183630,310552,118601
2014,O,XVIII,Wonen & Rijksdienst,13,Kwaliteit Rijksdienst,250,250,7228,7740,8207
2014,U,XVIII,Wonen & Rijksdienst,13,Kwaliteit Rijksdienst,17896,17896,27906,31520,30006
2014,V,XVIII,Wonen & Rijksdienst,13,Kwaliteit Rijksdienst,17896,17896,27906,31520,32104
2014,O,XVIII,Wonen & Rijksdienst,16,Uitvoering rijksvastgoedbeleid,116841,116841,121811,145437,148547
2014,U,XVIII,Wonen & Rijksdienst,16,Uitvoering rijksvastgoedbeleid,144826,144826,154884,161360,162415
2014,V,XVIII,Wonen & Rijksdienst,16,Uitvoering rijksvastgoedbeleid,144826,144826,154884,161360,163108
2015,O,A,Infrastructuurfonds,12,Hoofdwegennet,533670,533670,663899,623450,592926
2015,U,A,Infrastructuurfonds,12,Hoofdwegennet,2293979,2293979,2164500,2386805,2393669
2015,V,A,Infrastructuurfonds,12,Hoofdwegennet,2211002,2211002,3164510,2312423,2108154
2015,O,A,Infrastructuurfonds,13,Spoorwegen,232720,232720,268890,241880,240852
2015,U,A,Infrastructuurfonds,13,Spoorwegen,2387881,2387881,2541847,2056096,1999985
2015,V,A,Infrastructuurfonds,13,Spoorwegen,1733921,1733921,2158221,3083460,2727356
2015,O,A,Infrastructuurfonds,14,"Regionaal, lokale infra",0,0,-610,0,844
2015,U,A,Infrastructuurfonds,14,"Regionaal, lokale infra",181447,181447,182314,135474,134964
2015,V,A,Infrastructuurfonds,14,"Regionaal, lokale infra",67024,67024,439051,6721,2994
2015,O,A,Infrastructuurfonds,15,Hoofdvaarwegennet,26980,26980,214036,210229,213179
2015,U,A,Infrastructuurfonds,15,Hoofdvaarwegennet,883428,883428,896642,893888,871615
2015,V,A,Infrastructuurfonds,15,Hoofdvaarwegennet,825542,825542,1506840,1798274,1660126
2015,O,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,40347,40347,46279,33389,32932
2015,U,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,143740,143740,186659,116054,82329
2015,V,A,Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,96890,96890,179934,194942,168273
2015,O,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,0,0,24165,24165,24166
2015,U,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,272602,272602,243530,238793,235889
2015,V,A,Infrastructuurfonds,18,Overige uitgaven en ontvangsten,271880,271880,228947,230402,227281
2015,O,A,Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,5329360,5329360,4998833,4819997,4821159
2015,O,B,Gemeentefonds,2,Apparaat,0,0,0,107,107
2015,U,B,Gemeentefonds,2,Apparaat,61080,61080,78214,89010,87541
2015,V,B,Gemeentefonds,2,Apparaat,61080,61080,78214,89010,86987
2015,U,B,Gemeentefonds,3,Programma,16925175,16965175,16703113,17050464,17011527
2015,V,B,Gemeentefonds,3,Programma,16925175,16965175,16681753,17029104,17030484
2015,U,B,Gemeentefonds,4,Integratie-uitkering sociaal Domein,10286466,10286466,10153512,10168422,10168117
2015,V,B,Gemeentefonds,4,Integratie-uitkering sociaal Domein,10286466,10286466,10153512,10168422,10168422
2015,U,C,Provinciefonds,1,Provinciefonds,952181,952181,1003126,1114594,1114541
2015,V,C,Provinciefonds,1,Provinciefonds,952181,952181,1003239,1114705,1114505
2015,O,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,21860,21860,42824,62442,46474
2015,U,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,21860,21860,42824,62442,46474
2015,V,F,Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,21860,21860,42824,62442,46474
2015,U,H,BES-fonds,1,BES-fonds,31938,31938,33640,42478,46586
2015,V,H,BES-fonds,1,BES-fonds,31938,31938,33640,42478,46939
2015,U,I,De Koning,1,Uitkering leden Koninklijk Huis,7659,7659,7659,7702,7741
2015,V,I,De Koning,1,Uitkering leden Koninklijk Huis,7659,7659,7659,7702,7741
2015,U,I,De Koning,2,Functionele uitgaven van de Koning,26826,26826,26929,27554,27554
2015,V,I,De Koning,2,Functionele uitgaven van de Koning,26826,26826,26929,27554,27554
2015,O,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,0,0,57,57,58
2015,U,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,5600,5600,5730,5774,5726
2015,V,I,De Koning,3,Doorbelaste uitgaven van andere begrotingen,5600,5600,5730,5774,5726
2015,O,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,79,79,79,130,213
2015,U,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,11670,11670,12383,12501,11017
2015,V,IIA,Staten-Generaal,1,Wetgeving en controle Eerste Kamer,11670,11670,12383,12501,11047
2015,O,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,86,86,86,51
2015,U,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29232,29232,29232,29624,28178
2015,V,IIA,Staten-Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29232,29232,29232,29624,28227
2015,O,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,4966,4966,4966,4966,5845
2015,U,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,96115,96115,101560,101308,100615
2015,V,IIA,Staten-Generaal,3,Wetgeving en controle Tweede Kamer,96115,96115,101560,101308,100320
2015,O,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,23,23,23,23,0
2015,U,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1493,1493,1493,1497,1357
2015,V,IIA,Staten-Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,1493,1493,1493,1497,944
2015,U,IIA,Staten-Generaal,10,Nominaal en onvoorzien,-1573,-1573,-980,-1573,0
2015,V,IIA,Staten-Generaal,10,Nominaal en onvoorzien,-1573,-1573,-980,-1573,0
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,1,Raad van State,1950,1950,1996,2246,2017
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,1,Raad van State,59034,59034,59530,58916,59502
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,1,Raad van State,59034,59034,59530,58916,59570
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,2,Algemene Rekenkamer,1217,1217,1217,1217,1137
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,2,Algemene Rekenkamer,28750,28750,28697,28802,28714
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,2,Algemene Rekenkamer,28750,28750,28697,28802,28531
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,3,De Nationale Ombudsman,2189,2189,2189,3370,3192
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,3,De Nationale Ombudsman,15461,15461,15604,16635,17016
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,3,De Nationale Ombudsman,15461,15461,15604,16635,17674
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,4,Kanselarij der Nederlandse Orden,29,29,29,29,241
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,4,Kanselarij der Nederlandse Orden,3975,3975,4814,4361,4170
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,4,Kanselarij der Nederlandse Orden,3975,3975,4814,4361,3933
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,6,Kabinet van de Gouverneur van Aruba,60,60,60,60,66
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,6,Kabinet van de Gouverneur van Aruba,1795,1795,1813,1981,2000
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,6,Kabinet van de Gouverneur van Aruba,1795,1795,1813,1981,2000
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,7,Kabinet van de Gouverneur van Curaçao,200,200,200,200,106
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,7,Kabinet van de Gouverneur van Curaçao,2735,2735,2763,3040,3497
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,7,Kabinet van de Gouverneur van Curaçao,2735,2735,2763,3040,3196
2015,O,IIB,Overige Hoge Colleges van Staat en Kabinetten,8,Kabinet van de Gouverneur van Sint Maarten,50,50,50,50,67
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,8,Kabinet van de Gouverneur van Sint Maarten,2058,2058,2078,2098,2365
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,8,Kabinet van de Gouverneur van Sint Maarten,2058,2058,2078,2098,2338
2015,U,IIB,Overige Hoge Colleges van Staat en Kabinetten,10,Nominaal en onvoorzien,0,0,461,0,0
2015,V,IIB,Overige Hoge Colleges van Staat en Kabinetten,10,Nominaal en onvoorzien,0,0,461,0,0
2015,O,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,4295,4295,4688,4879,4307
2015,U,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,59429,59429,61638,58228,56962
2015,V,III,Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,59429,59429,61638,58228,50736
2015,O,III,Algemene Zaken,4,Kabinet van de Koning,2338,2338,2369,2388,2355
2015,U,III,Algemene Zaken,4,Kabinet van de Koning,2338,2338,2369,2388,2354
2015,V,III,Algemene Zaken,4,Kabinet van de Koning,2338,2338,2369,2388,2354
2015,O,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,0,0,0,0,70
2015,U,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1078,1078,1083,1242,1272
2015,V,III,Algemene Zaken,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1078,1078,1083,1242,1272
2015,O,IV,Koninkrijksrelaties,1,Waarborgfunctie,4857,4857,4857,5357,5192
2015,U,IV,Koninkrijksrelaties,1,Waarborgfunctie,61553,61553,62430,65313,65475
2015,V,IV,Koninkrijksrelaties,1,Waarborgfunctie,61553,61553,62430,65313,26754
2015,O,IV,Koninkrijksrelaties,2,Bevord.autonomie Koninkrijkspartners,31618,34618,43718,43718,50589
2015,U,IV,Koninkrijksrelaties,2,Bevord.autonomie Koninkrijkspartners,196552,199552,329533,325230,344415
2015,V,IV,Koninkrijksrelaties,2,Bevord.autonomie Koninkrijkspartners,27435,30435,160416,156113,179435
2015,U,IV,Koninkrijksrelaties,3,Nominaal en onvoorzien,803,803,986,0,0
2015,V,IV,Koninkrijksrelaties,3,Nominaal en onvoorzien,803,803,986,0,0
2015,O,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,55363913,55363913,53183246,52626759,52877933
2015,U,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,50473791,50473791,48895511,54550928,60778747
2015,V,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,50473791,50473791,48895511,54550928,60778747
2015,O,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,2732262,2732262,2985514,10141765,11615978
2015,U,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,4358796,4358796,3310726,7467037,6205165
2015,V,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,4358796,4358796,3310726,7467037,6205164
